,Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper
95135,Psittacosis,Tulare,2007,Male,0,211983,0.0,0.0,1.74
5834,Babesiosis,Madera,2010,Male,0,72791,0.0,0.0,5.0680000000000005
84464,Measles,Yolo,2011,Female,0,103783,0.0,0.0,3.554
18562,Campylobacteriosis,Monterey,2007,Female,22,198192,11.1,6.957000000000001,16.805999999999997
12751,"Botulism, Wound",Colusa,2004,Female,0,9891,0.0,0.0,37.288000000000004
121216,Toxic Shock Syndrome (Non-Streptococcal),Alpine,2004,Male,0,659,0.0,0.0,558.205
24189,Cholera,Santa Cruz,2004,Male,0,127160,0.0,0.0,2.9010000000000002
109487,Shiga Toxin Positive Feces (without culture confirmation),San Luis Obispo,2008,Female,0,130093,0.0,0.0,2.8360000000000003
7180,Babesiosis,Tehama,2009,Female,0,31697,0.0,0.0,11.637
21890,Chlamydia,Siskiyou,2014,Male,29,22620,128.202,85.87700000000001,184.072
73784,Leptospirosis,San Bernardino,2012,Female,0,1037268,0.0,0.0,0.35600000000000004
104117,Salmonellosis,Humboldt,2007,Female,11,66424,16.56,8.267000000000001,29.629
111963,Shigellosis,Siskiyou,2008,Male,0,22358,0.0,0.0,16.498
21082,Chlamydia,Napa,2011,Female,241,68499,351.832,308.873,399.07300000000004
96243,Q Fever,Mariposa,2003,Female,0,8716,0.0,0.0,42.31399999999999
139063,Vibrio Infection (non-Cholera),Trinity,2001,Male,0,6636,0.0,0.0,55.573
111966,Shigellosis,Siskiyou,2009,Male,0,22361,0.0,0.0,16.496
110514,Shigellosis,Imperial,2011,Female,5,86154,5.803999999999999,1.8840000000000001,13.543
26604,Ciguatera Fish Poisoning,Santa Barbara,2010,Female,0,211115,0.0,0.0,1.7469999999999999
139683,Yersiniosis,Del Norte,2012,Female,0,12644,0.0,0.0,29.171
129984,Tularemia,Sacramento,2006,Female,0,700564,0.0,0.0,0.527
97552,Q Fever,Trinity,2005,Male,0,7092,0.0,0.0,52.001000000000005
108131,Scombroid Fish Poisoning,Sonoma,2013,Male,0,242017,0.0,0.0,1.524
129119,Tularemia,Imperial,2011,Male,0,91205,0.0,0.0,4.045
111311,Shigellosis,Plumas,2001,Female,0,10343,0.0,0.0,35.659
54269,Hantavirus Infection,Madera,2014,Male,0,74290,0.0,0.0,4.965
115842,Staphylococcus aureus Infection (cases resulting in death or ICU),Santa Barbara,2010,Male,0,212905,0.0,0.0,1.733
26683,Ciguatera Fish Poisoning,Santa Cruz,2008,Male,0,129680,0.0,0.0,2.845
125858,Trichinosis,Trinity,2013,Male,1,6902,14.488,0.36700000000000005,80.69800000000001
9122,"Botulism, Foodborne",San Joaquin,2003,Male,0,309559,0.0,0.0,1.192
54947,Hantavirus Infection,San Diego,2002,Female,0,1448213,0.0,0.0,0.255
88464,Pertussis,Imperial,2012,Male,2,91745,2.18,0.264,7.875
29302,Coccidioidomycosis,Solano,2006,Male,7,205995,3.398,1.3659999999999999,7.001
98143,"Rabies, human",Del Norte,2012,Female,0,12644,0.0,0.0,29.171
114345,Spotted Fever Rickettsiosis,Shasta,2006,Female,0,89291,0.0,0.0,4.131
106760,Scombroid Fish Poisoning,Kings,2010,Female,0,66218,0.0,0.0,5.571000000000001
12081,"Botulism, Wound",Inyo,2014,Male,0,9468,0.0,0.0,38.954
60328,"Hepatitis C, Acute",Santa Barbara,2014,Female,2,217149,0.9209999999999999,0.11199999999999999,3.327
125216,Trichinosis,San Francisco,2009,Male,0,406809,0.0,0.0,0.907
809,Amebiasis,Los Angeles,2004,Male,81,4846619,1.671,1.327,2.077
105768,Salmonellosis,Sutter,2010,Female,6,47680,12.584000000000001,4.618,27.388
24864,Ciguatera Fish Poisoning,Alameda,2005,Male,0,716243,0.0,0.0,0.515
94446,Psittacosis,San Diego,2011,Male,0,1574325,0.0,0.0,0.23399999999999999
136948,Vibrio Infection (non-Cholera),Alameda,2010,Male,7,742365,0.943,0.379,1.943
36180,Cysticercosis or Taeniasis,Santa Barbara,2005,Female,1,205279,0.48700000000000004,0.012,2.714
43526,E. coli O157,San Joaquin,2010,Female,3,344584,0.871,0.18,2.544
32087,Cryptosporidiosis,Marin,2005,Female,0,124976,0.0,0.0,2.952
91416,"Plague, human",Mendocino,2010,Female,0,43822,0.0,0.0,8.418
78050,Lyme Disease,Marin,2014,Male,1,126591,0.79,0.02,4.401
32921,Cryptosporidiosis,San Mateo,2002,Female,3,358384,0.8370000000000001,0.17300000000000001,2.4459999999999997
100177,"Rabies, human",Yolo,2010,Male,0,98180,0.0,0.0,3.7569999999999997
95342,Q Fever,California,2006,Male,15,18028441,0.083,0.047,0.13699999999999998
119624,Tetanus,Mendocino,2003,Female,0,44097,0.0,0.0,8.365
29594,Coccidioidomycosis,Tuolumne,2005,Female,0,26617,0.0,0.0,13.857999999999999
11414,"Botulism, Other",Sacramento,2005,Female,0,693519,0.0,0.0,0.532
19560,Campylobacteriosis,Sutter,2008,Male,6,46366,12.940999999999999,4.749,28.164
9261,"Botulism, Foodborne",Santa Barbara,2007,Male,0,209118,0.0,0.0,1.764
47361,Early Syphilis,Riverside,2012,Male,200,1119372,17.867,15.477,20.522
129820,Tularemia,Orange,2007,Male,0,1469223,0.0,0.0,0.251
127327,Tuberculosis,Nevada,2013,Female,0,49421,0.0,0.0,7.4639999999999995
83036,Measles,Mendocino,2011,Male,0,44179,0.0,0.0,8.349
114596,Spotted Fever Rickettsiosis,Sutter,2005,Male,0,43650,0.0,0.0,8.451
9519,"Botulism, Foodborne",Solano,2009,Male,0,206322,0.0,0.0,1.788
41165,Diphtheria,Santa Clara,2008,Male,0,885106,0.0,0.0,0.41700000000000004
115863,Staphylococcus aureus Infection (cases resulting in death or ICU),Santa Clara,2010,Female,4,890176,0.449,0.122,1.151
85719,Paralytic Shellfish Poisoning,Contra Costa,2008,Female,0,528831,0.0,0.0,0.698
95566,Q Fever,Calaveras,2011,Female,0,22552,0.0,0.0,16.355999999999998
108304,Scombroid Fish Poisoning,Tulare,2001,Female,1,186935,0.535,0.013999999999999999,2.98
112783,Spotted Fever Rickettsiosis,Del Norte,2004,Female,0,12587,0.0,0.0,29.303
51582,Gonorrhea,Kings,2004,Female,60,60889,98.539,75.205,126.823
46420,Early Syphilis,Glenn,2006,Male,0,14002,0.0,0.0,26.342
122637,Toxic Shock Syndrome (Non-Streptococcal),San Bernardino,2003,Male,0,921065,0.0,0.0,0.401
77689,Lyme Disease,Imperial,2006,Male,0,83936,0.0,0.0,4.395
91118,"Plague, human",Kings,2009,Male,0,86927,0.0,0.0,4.244
27989,Coccidioidomycosis,Lake,2004,Male,1,31130,3.2119999999999997,0.081,17.897000000000002
46801,Early Syphilis,Madera,2007,Female,0,76189,0.0,0.0,4.842
42086,HIV,Mendocino,2005,Female,1,44108,2.267,0.057,12.630999999999998
106165,Scombroid Fish Poisoning,Alpine,2008,Female,0,581,0.0,0.0,632.908
50464,Giardiasis,Solano,2003,Female,13,203877,6.376,3.395,10.904000000000002
99972,"Rabies, human",Tehama,2012,Female,0,32050,0.0,0.0,11.509
78815,Lyme Disease,San Luis Obispo,2003,Female,0,124474,0.0,0.0,2.964
131023,"Typhoid Fever, case",California,2002,Male,40,17384620,0.23,0.16399999999999998,0.313
75285,Listeriosis,Kern,2003,Female,0,348293,0.0,0.0,1.0590000000000002
127609,Tuberculosis,San Bernardino,2009,Female,34,1015718,3.347,2.318,4.678
49456,Giardiasis,Merced,2003,Female,3,114558,2.6189999999999998,0.54,7.653
52578,Gonorrhea,San Joaquin,2013,Female,458,352410,129.96200000000002,118.338,142.41899999999998
8937,"Botulism, Foodborne",San Benito,2006,Male,0,27576,0.0,0.0,13.376
73085,Leptospirosis,Madera,2013,Male,0,73609,0.0,0.0,5.011
18581,Campylobacteriosis,Monterey,2013,Male,40,218152,18.336,13.1,24.967
18460,Campylobacteriosis,Modoc,2001,Male,0,4764,0.0,0.0,77.402
55953,Hemolytic Uremic Syndrome,Alameda,2014,Male,2,775895,0.258,0.031,0.9309999999999999
127769,Tuberculosis,San Luis Obispo,2006,Male,2,134144,1.4909999999999999,0.18100000000000002,5.386
76273,Listeriosis,San Francisco,2011,Male,3,413541,0.725,0.15,2.12
116928,Streptococcal Infection (cases in food and dairy workers),Lake,2011,Female,0,32084,0.0,0.0,11.497
132919,"Typhoid Fever, case",Shasta,2005,Male,0,85412,0.0,0.0,4.319
33118,Cryptosporidiosis,Shasta,2011,Male,0,87561,0.0,0.0,4.213
44542,E. coli Other STEC (non-O157),Contra Costa,2009,Female,0,533877,0.0,0.0,0.691
68139,Legionellosis,Madera,2007,Male,0,70617,0.0,0.0,5.224
87892,Pertussis,California,2004,Female,647,17969405,3.6010000000000004,3.3280000000000003,3.889
38029,Dengue,Napa,2002,Female,0,64104,0.0,0.0,5.754
40913,Diphtheria,San Diego,2010,Female,0,1540578,0.0,0.0,0.239
15321,Brucellosis,Del Norte,2014,Female,0,12466,0.0,0.0,29.587
38492,Dengue,San Joaquin,2001,Female,0,295041,0.0,0.0,1.25
140531,Yersiniosis,Nevada,2005,Male,0,48333,0.0,0.0,7.632000000000001
62918,HIV,San Mateo,2002,Male,56,346513,16.160999999999998,12.208,20.986
88508,Pertussis,Inyo,2013,Female,0,9133,0.0,0.0,40.383
91266,"Plague, human",Madera,2002,Male,0,61679,0.0,0.0,5.981
64754,Invasive Meningococcal Disease,California,2004,Male,107,17785422,0.602,0.493,0.727
3912,Anaplasmosis and Ehrlichiosis,Riverside,2014,Female,0,1152765,0.0,0.0,0.32
128843,Tularemia,Contra Costa,2003,Male,0,482677,0.0,0.0,0.764
16613,Brucellosis,San Joaquin,2010,Male,1,341992,0.292,0.006999999999999999,1.629
117219,Streptococcal Infection (cases in food and dairy workers),Merced,2010,Female,0,127004,0.0,0.0,2.904
129080,Tularemia,Humboldt,2012,Male,0,67872,0.0,0.0,5.435
106680,Scombroid Fish Poisoning,Inyo,2011,Male,0,9481,0.0,0.0,38.900999999999996
75595,Listeriosis,Mariposa,2008,Male,0,9329,0.0,0.0,39.534
92423,"Plague, human",Siskiyou,2003,Male,0,22027,0.0,0.0,16.746
110490,Shigellosis,Imperial,2003,Female,8,72618,11.017000000000001,4.756,21.706
53330,Gonorrhea,Yolo,2004,Male,28,90606,30.903000000000002,20.535999999999998,44.66
121506,Toxic Shock Syndrome (Non-Streptococcal),El Dorado,2003,Female,0,83875,0.0,0.0,4.398
137607,Vibrio Infection (non-Cholera),Lake,2014,Male,0,32515,0.0,0.0,11.345
56025,Hemolytic Uremic Syndrome,Amador,2010,Male,0,20745,0.0,0.0,17.78
37174,Dengue,Colusa,2013,Male,0,11142,0.0,0.0,33.102
101305,Relapsing Fever,Modoc,2002,Female,0,4651,0.0,0.0,79.282
116992,Streptococcal Infection (cases in food and dairy workers),Los Angeles,2004,Male,5,4846619,0.10300000000000001,0.033,0.24100000000000002
59488,"Hepatitis B, Acute",Riverside,2013,Female,0,1137546,0.0,0.0,0.324
141014,Yersiniosis,San Luis Obispo,2012,Male,3,138738,2.162,0.446,6.319
41161,Diphtheria,Santa Clara,2007,Female,0,862263,0.0,0.0,0.428
36957,Dengue,Alameda,2011,Male,1,748844,0.134,0.003,0.7440000000000001
57681,Hemolytic Uremic Syndrome,Santa Clara,2001,Female,1,836732,0.12,0.003,0.6659999999999999
3863,Anaplasmosis and Ehrlichiosis,Plumas,2012,Female,0,9964,0.0,0.0,37.015
134094,Typhus Fever,Imperial,2014,Male,0,93031,0.0,0.0,3.965
120575,Tetanus,Shasta,2008,Female,0,89894,0.0,0.0,4.104
29937,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Contra Costa,2012,Female,0,547638,0.0,0.0,0.674
19974,Chlamydia,Alpine,2006,Female,2,605,330.691,40.06,1189.018
92020,"Plague, human",San Francisco,2001,Female,0,384805,0.0,0.0,0.9590000000000001
41353,Diphtheria,Solano,2001,Female,0,200691,0.0,0.0,1.838
134595,Typhus Fever,Modoc,2013,Male,0,4761,0.0,0.0,77.45100000000001
10019,"Botulism, Other",Alameda,2008,Female,0,760368,0.0,0.0,0.485
71955,Leprosy,Trinity,2001,Female,0,6327,0.0,0.0,58.287
60585,"Hepatitis E, acute infection",Calaveras,2011,Female,0,22552,0.0,0.0,16.355999999999998
141740,Yersiniosis,Yuba,2002,Male,1,31596,3.165,0.08,17.633
17626,Campylobacteriosis,Calaveras,2004,Female,2,22015,9.085,1.1,32.813
49001,Giardiasis,Imperial,2012,Female,1,86637,1.1540000000000001,0.028999999999999998,6.431
60416,"Hepatitis C, Acute",Stanislaus,2011,Male,2,256452,0.78,0.094,2.8169999999999997
31662,Cryptosporidiosis,Glenn,2004,Female,0,13518,0.0,0.0,27.285
99970,"Rabies, human",Tehama,2011,Male,0,31630,0.0,0.0,11.662
49396,Giardiasis,Mariposa,2011,Female,0,8861,0.0,0.0,41.622
69614,Legionellosis,Tuolumne,2012,Female,0,25417,0.0,0.0,14.512
17489,Campylobacteriosis,Alameda,2014,Male,210,775895,27.066,23.529,30.984
6268,Babesiosis,Orange,2014,Male,0,1549421,0.0,0.0,0.23800000000000002
47629,Early Syphilis,San Luis Obispo,2003,Male,3,131135,2.2880000000000003,0.47200000000000003,6.686
36759,Cysticercosis or Taeniasis,Ventura,2001,Male,2,383073,0.522,0.063,1.886
52351,Gonorrhea,Sacramento,2007,Male,1030,679642,151.55,142.442,161.088
97627,Q Fever,Tuolumne,2002,Male,0,29505,0.0,0.0,12.502
83877,Measles,Santa Clara,2011,Female,0,900923,0.0,0.0,0.409
64814,Invasive Meningococcal Disease,Alameda,2010,Female,0,771369,0.0,0.0,0.478
50114,Giardiasis,San Joaquin,2012,Male,22,347738,6.327000000000001,3.965,9.578
70492,Leprosy,Lake,2005,Male,0,31398,0.0,0.0,11.748
42029,E. coli O157,Calaveras,2002,Male,2,20983,9.531,1.1540000000000001,34.427
6561,Babesiosis,San Diego,2014,Female,0,1595079,0.0,0.0,0.231
82690,Measles,Kern,2008,Female,0,397224,0.0,0.0,0.929
82442,Measles,El Dorado,2009,Male,0,89825,0.0,0.0,4.107
107762,Scombroid Fish Poisoning,San Mateo,2003,Female,0,357397,0.0,0.0,1.032
87697,Paralytic Shellfish Poisoning,Tulare,2009,Female,0,218918,0.0,0.0,1.685
101323,Relapsing Fever,Modoc,2008,Female,0,4760,0.0,0.0,77.467
122828,Toxic Shock Syndrome (Non-Streptococcal),San Luis Obispo,2011,Female,0,131572,0.0,0.0,2.804
119167,Tetanus,Glenn,2008,Male,0,14200,0.0,0.0,25.975
119726,Tetanus,Modoc,2011,Female,0,4749,0.0,0.0,77.64699999999999
97378,Q Fever,Sonoma,2003,Male,0,230188,0.0,0.0,1.6030000000000002
69695,Legionellosis,Yolo,2011,Female,0,103783,0.0,0.0,3.554
72463,Leptospirosis,Colusa,2002,Female,0,9515,0.0,0.0,38.762
96074,Q Fever,Lassen,2002,Male,0,21419,0.0,0.0,17.221
40797,Diphtheria,Sacramento,2013,Male,0,708862,0.0,0.0,0.52
115713,Staphylococcus aureus Infection (cases resulting in death or ICU),San Bernardino,2009,Male,15,1006601,1.49,0.8340000000000001,2.458
98071,"Rabies, human",Colusa,2010,Male,0,11048,0.0,0.0,33.384
52200,Gonorrhea,Orange,2013,Female,495,1566211,31.605,28.881999999999998,34.515
27470,Coccidioidomycosis,Butte,2013,Male,3,109868,2.7310000000000003,0.563,7.98
57474,Hemolytic Uremic Syndrome,San Francisco,2002,Male,1,397905,0.251,0.006,1.4
111687,Shigellosis,San Luis Obispo,2014,Male,4,140021,2.8569999999999998,0.778,7.314
220,Amebiasis,Calaveras,2004,Female,0,22015,0.0,0.0,16.755
75465,Listeriosis,Los Angeles,2007,Female,14,4955000,0.28300000000000003,0.154,0.474
100774,Relapsing Fever,Humboldt,2013,Female,0,66776,0.0,0.0,5.524
57014,Hemolytic Uremic Syndrome,Monterey,2003,Female,1,199426,0.501,0.013000000000000001,2.7939999999999996
27166,Ciguatera Fish Poisoning,Ventura,2010,Male,0,409841,0.0,0.0,0.9
82819,Measles,Lassen,2009,Female,0,12461,0.0,0.0,29.599
17176,Brucellosis,Trinity,2008,Female,0,6646,0.0,0.0,55.49
10730,"Botulism, Other",Lake,2014,Male,0,32515,0.0,0.0,11.345
959,Amebiasis,Mariposa,2012,Female,0,8865,0.0,0.0,41.603
106941,Scombroid Fish Poisoning,Madera,2014,Female,0,79988,0.0,0.0,4.612
4378,Anaplasmosis and Ehrlichiosis,Shasta,2001,Male,0,81621,0.0,0.0,4.519
112987,Spotted Fever Rickettsiosis,Imperial,2002,Female,0,70707,0.0,0.0,5.2170000000000005
70982,Leprosy,Nevada,2006,Male,0,48600,0.0,0.0,7.59
123658,Trichinosis,Alameda,2008,Male,0,731907,0.0,0.0,0.504
72220,Leptospirosis,California,2005,Male,6,17899282,0.034,0.012,0.073
74279,Leptospirosis,Sonoma,2008,Female,0,242159,0.0,0.0,1.5230000000000001
62827,HIV,San Francisco,2014,Female,0,412902,0.0,0.0,0.893
106604,Scombroid Fish Poisoning,Humboldt,2014,Female,0,66722,0.0,0.0,5.529
39076,Dengue,Tehama,2014,Female,0,32186,0.0,0.0,11.46
139246,Vibrio Infection (non-Cholera),Yolo,2006,Male,2,93037,2.15,0.26,7.765
103218,Rubella,Placer,2013,Female,0,186575,0.0,0.0,1.9769999999999999
86542,Paralytic Shellfish Poisoning,Mono,2013,Female,0,6859,0.0,0.0,53.766999999999996
96421,Q Fever,Mono,2006,Male,0,7627,0.0,0.0,48.354
9270,"Botulism, Foodborne",Santa Barbara,2010,Male,0,212905,0.0,0.0,1.733
45472,E. coli Other STEC (non-O157),San Mateo,2012,Female,5,374158,1.3359999999999999,0.434,3.1189999999999998
139168,Vibrio Infection (non-Cholera),Tuolumne,2008,Male,0,29645,0.0,0.0,12.443
23994,Cholera,San Joaquin,2009,Male,0,338975,0.0,0.0,1.088
110188,Shigellosis,Calaveras,2014,Male,1,22527,4.439,0.11199999999999999,24.730999999999998
116054,Staphylococcus aureus Infection (cases resulting in death or ICU),Tehama,2010,Female,0,31845,0.0,0.0,11.583
12135,"Botulism, Other",Stanislaus,2009,Female,0,258796,0.0,0.0,1.425
131988,"Typhoid Fever, case",Mendocino,2002,Female,1,43840,2.281,0.057999999999999996,12.708
119988,Tetanus,Placer,2014,Male,0,180616,0.0,0.0,2.042
65806,Invasive Meningococcal Disease,Merced,2012,Male,0,131467,0.0,0.0,2.806
35483,Cysticercosis or Taeniasis,Mono,2001,Male,0,7182,0.0,0.0,51.35
137585,Vibrio Infection (non-Cholera),Lake,2007,Female,0,32024,0.0,0.0,11.517999999999999
1336,Amebiasis,Placer,2012,Female,0,184207,0.0,0.0,2.003
69219,Legionellosis,Shasta,2006,Female,0,89291,0.0,0.0,4.131
57381,Hemolytic Uremic Syndrome,San Benito,2013,Male,0,28512,0.0,0.0,12.937000000000001
27419,Coccidioidomycosis,Amador,2010,Male,2,20745,9.641,1.168,34.821999999999996
48596,Giardiasis,Butte,2003,Male,8,103625,7.72,3.333,15.210999999999999
95267,Psittacosis,Yolo,2009,Male,0,97394,0.0,0.0,3.7880000000000003
18249,Campylobacteriosis,Madera,2001,Male,31,60630,51.13,34.743,72.567
47202,Early Syphilis,Orange,2001,Male,59,1433646,4.115,3.133,5.309
7247,Babesiosis,Tulare,2003,Male,0,195167,0.0,0.0,1.89
24599,Cholera,Tulare,2001,Female,0,186935,0.0,0.0,1.973
39792,Diphtheria,Fresno,2014,Male,0,483796,0.0,0.0,0.762
87061,Paralytic Shellfish Poisoning,San Joaquin,2003,Male,0,309559,0.0,0.0,1.192
99604,"Rabies, human",Santa Cruz,2001,Male,0,127756,0.0,0.0,2.887
36467,Cysticercosis or Taeniasis,Sonoma,2002,Male,0,229080,0.0,0.0,1.61
125204,Trichinosis,San Francisco,2005,Male,0,395954,0.0,0.0,0.932
113979,Spotted Fever Rickettsiosis,San Bernardino,2010,Male,0,1013224,0.0,0.0,0.364
96723,Q Fever,Riverside,2009,Female,0,1084974,0.0,0.0,0.34
34732,Cysticercosis or Taeniasis,Del Norte,2004,Male,0,15600,0.0,0.0,23.644000000000002
83905,Measles,Santa Cruz,2006,Male,0,127491,0.0,0.0,2.8930000000000002
89400,Pertussis,San Benito,2004,Female,0,27433,0.0,0.0,13.446
65540,Invasive Meningococcal Disease,Lassen,2008,Female,0,12631,0.0,0.0,29.201
95369,Q Fever,Alameda,2001,Male,0,719209,0.0,0.0,0.513
119138,Tetanus,Fresno,2012,Female,0,474300,0.0,0.0,0.778
12886,"Botulism, Wound",El Dorado,2007,Female,0,88622,0.0,0.0,4.162
84917,Mumps,Mono,2013,Female,0,6859,0.0,0.0,53.766999999999996
24890,Ciguatera Fish Poisoning,Alameda,2014,Female,0,808612,0.0,0.0,0.456
122606,Toxic Shock Syndrome (Non-Streptococcal),San Benito,2007,Female,0,27417,0.0,0.0,13.454
14023,"Botulism, Wound",San Bernardino,2007,Female,1,1006099,0.099,0.003,0.5539999999999999
28355,Coccidioidomycosis,Modoc,2013,Male,0,4761,0.0,0.0,77.45100000000001
27776,Coccidioidomycosis,Humboldt,2003,Male,1,64742,1.545,0.039,8.606
92513,"Plague, human",Sonoma,2005,Male,0,230875,0.0,0.0,1.598
85229,Mumps,Siskiyou,2012,Female,0,22626,0.0,0.0,16.302
132589,"Typhoid Fever, case",San Diego,2007,Male,1,1513945,0.066,0.002,0.368
121999,Toxic Shock Syndrome (Non-Streptococcal),Madera,2013,Male,0,73609,0.0,0.0,5.011
115655,Staphylococcus aureus Infection (cases resulting in death or ICU),Riverside,2011,Male,0,1104959,0.0,0.0,0.33399999999999996
5803,Babesiosis,Los Angeles,2014,Female,1,5099884,0.02,0.0,0.109
108218,Scombroid Fish Poisoning,Sutter,2014,Male,0,47879,0.0,0.0,7.704
73482,Leptospirosis,Nevada,2009,Male,0,48719,0.0,0.0,7.571000000000001
84440,Measles,Yolo,2003,Female,0,93337,0.0,0.0,3.952
58251,Hemolytic Uremic Syndrome,Ventura,2008,Male,0,403799,0.0,0.0,0.914
89690,Pertussis,Santa Barbara,2002,Male,5,203289,2.46,0.799,5.74
41563,Diphtheria,Trinity,2001,Female,0,6327,0.0,0.0,58.287
126874,Tuberculosis,Los Angeles,2002,Female,429,4925059,8.711,7.906000000000001,9.575
75579,Listeriosis,Mariposa,2003,Female,0,8716,0.0,0.0,42.31399999999999
114625,Spotted Fever Rickettsiosis,Tehama,2001,Female,0,28540,0.0,0.0,12.924000000000001
35056,Cysticercosis or Taeniasis,Kern,2014,Female,0,420256,0.0,0.0,0.878
67322,Legionellosis,Alameda,2001,Female,1,746829,0.134,0.003,0.746
87243,Paralytic Shellfish Poisoning,Santa Clara,2012,Female,0,911248,0.0,0.0,0.405
46642,Early Syphilis,Kings,2010,Male,4,86475,4.626,1.26,11.843
125566,Trichinosis,Sierra,2014,Female,0,1537,0.0,0.0,239.717
141467,Yersiniosis,Sutter,2009,Male,0,46826,0.0,0.0,7.877999999999999
116271,Streptococcal Infection (cases in food and dairy workers),Alpine,2004,Female,0,607,0.0,0.0,605.88
134423,Typhus Fever,Marin,2012,Female,0,128952,0.0,0.0,2.861
40008,Diphtheria,Kings,2002,Male,0,77215,0.0,0.0,4.777
93596,Psittacosis,Kings,2014,Male,0,84796,0.0,0.0,4.35
124415,Trichinosis,Los Angeles,2008,Male,0,4831902,0.0,0.0,0.076
64891,Invasive Meningococcal Disease,Amador,2007,Male,0,20878,0.0,0.0,17.667
42838,E. coli O157,Mendocino,2008,Female,2,43940,4.552,0.551,16.441
111954,Shigellosis,Siskiyou,2005,Male,1,22234,4.498,0.114,25.057
11710,"Botulism, Other",San Mateo,2005,Male,0,343820,0.0,0.0,1.073
58904,Hepatitis A,Shasta,2014,Female,0,90621,0.0,0.0,4.071000000000001
58517,Hepatitis A,Imperial,2013,Female,0,86982,0.0,0.0,4.2410000000000005
73640,Leptospirosis,Riverside,2006,Female,0,1013839,0.0,0.0,0.364
124466,Trichinosis,Madera,2011,Male,0,73158,0.0,0.0,5.042
93853,Psittacosis,Mendocino,2002,Female,0,43840,0.0,0.0,8.414
115610,Staphylococcus aureus Infection (cases resulting in death or ICU),Placer,2010,Male,0,171058,0.0,0.0,2.156
45838,E. coli Other STEC (non-O157),Tuolumne,2007,Male,0,29677,0.0,0.0,12.429
39083,Dengue,Trinity,2002,Male,0,6751,0.0,0.0,54.626999999999995
137570,Vibrio Infection (non-Cholera),Lake,2002,Female,0,30720,0.0,0.0,12.007
63828,Influenza Death (<65 years of age),Del Norte,2011,Female,0,12618,0.0,0.0,29.230999999999998
61561,HIV,Del Norte,2009,Male,0,15839,0.0,0.0,23.287
98831,"Rabies, human",Modoc,2003,Male,0,4816,0.0,0.0,76.567
30500,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Placer,2007,Male,0,161224,0.0,0.0,2.2880000000000003
47602,Early Syphilis,San Joaquin,2008,Male,18,336325,5.352,3.1719999999999997,8.458
69969,Leprosy,Calaveras,2005,Female,0,22427,0.0,0.0,16.447
22118,Chlamydia,Trinity,2006,Female,9,6718,133.966,61.277,254.16099999999997
134469,Typhus Fever,Mariposa,2013,Male,0,9054,0.0,0.0,40.735
9094,"Botulism, Foodborne",San Francisco,2008,Female,0,393420,0.0,0.0,0.938
